diameter,weight,hexcode,fruit
9.2,163.78,#9F5202,orange
11.32,195.58,#973D18,grapefruit
12.08,206.82,#9E4E0E,grapefruit
12.85,218.59,#955019,grapefruit
11.41,196.82,#9E4F06,grapefruit
9.09,158.28,#924602,grapefruit
8.35,150.59,#A75B02,orange
5.8,114.48,#A54402,orange
7.11,133.06,#92410C,orange
10.6,183.14,#8E542E,grapefruit
8.61,154.36,#92470E,orange
11.49,198.08,#99430D,grapefruit
9.84,172.04,#9E4802,grapefruit
9.64,168.34,#9B3E14,grapefruit
7.95,144.72,#965A07,orange
7.08,132.6,#994D02,orange
9.65,170.9,#A14609,orange
9.41,167.12,#935B10,orange
7.96,144.88,#A1440D,orange
10.69,184.78,#873107,grapefruit
10.65,184.12,#9E5519,grapefruit
7.46,137.54,#B35202,orange
10.09,175.55,#9D3202,grapefruit
12.79,217.65,#8D4813,grapefruit
9.9,174.78,#9A5D0C,orange
13.7,231.87,#954115,grapefruit
8.72,156.19,#955809,orange
9.5,168.54,#985605,orange
11.55,198.98,#AA5D0F,grapefruit
7.97,145.19,#954302,orange
10.68,184.58,#985610,grapefruit
12.94,219.73,#AA570B,grapefruit
8.41,151.62,#A15902,orange
7.86,143.32,#914802,orange
9.12,162.66,#99580C,orange
8.56,153.62,#9E4B11,orange
6.07,117.18,#8F4E07,orange
9.39,166.69,#9D5202,orange
10.58,182.93,#7E480C,grapefruit
6.28,120.66,#985002,orange
9.06,161.62,#9F4504,orange
7.57,139.04,#9A5B02,orange
11.35,196.09,#944405,grapefruit
10.94,188.44,#965607,orange
6.58,124.3,#944B08,orange
12.47,212.44,#A54011,grapefruit
9.06,161.66,#A2491C,orange
7.8,142.35,#9F5702,orange
8.34,150.31,#AF4702,orange
10.89,187.6,#9F4F02,orange
7.77,141.68,#945502,orange
6.82,127.82,#A65A0D,orange
8.36,146.81,#9A500C,grapefruit
9.91,174.98,#8C480B,orange
9.46,167.84,#9A590E,orange
13.84,234.53,#8E3B1D,grapefruit
8.2,148.52,#9C6202,orange
11.64,200.2,#914B1C,grapefruit
10.0,174.47,#9E400D,grapefruit
9.51,168.61,#916002,orange
12.16,207.91,#9B560F,grapefruit
12.73,216.87,#A34003,grapefruit
12.11,207.23,#9A5915,grapefruit
8.32,149.97,#A46710,orange
8.85,154.07,#974620,grapefruit
12.1,207.05,#964502,grapefruit
6.93,130.49,#9B5A09,orange
12.06,206.48,#9B4012,grapefruit
11.07,191.38,#974413,grapefruit
11.38,196.55,#98410F,grapefruit
5.8,114.58,#8E5D02,orange
11.82,203.05,#8D3F16,grapefruit
7.87,143.76,#905B0D,orange
8.44,152.15,#AB4B02,orange
13.09,222.02,#964508,grapefruit
8.66,155.2,#8C5002,orange
11.0,190.28,#85530C,grapefruit
9.32,165.74,#916802,orange
11.14,192.46,#A03302,grapefruit
9.85,172.11,#A84D0C,grapefruit
12.9,219.17,#90360A,grapefruit
8.38,151.04,#915C09,orange
9.7,171.79,#A04E02,orange
11.19,193.22,#B14515,grapefruit
12.25,209.25,#A84D1D,grapefruit
8.16,148.03,#A15617,orange
8.4,151.57,#9D4210,orange
9.49,168.36,#9D5F1F,orange
11.48,197.88,#9A3E1D,grapefruit
8.11,147.28,#965A02,orange
8.88,158.82,#916002,orange
8.3,149.77,#93520E,orange
10.67,184.83,#974902,orange
7.35,136.0,#955313,orange
8.26,149.36,#884902,orange
13.29,225.24,#93410F,grapefruit
13.88,235.3,#A84908,grapefruit
9.08,161.96,#A36005,orange
8.93,159.65,#A44D02,orange
10.1,177.31,#A04802,orange
12.04,206.19,#99390F,grapefruit
11.12,192.21,#922B0C,grapefruit
7.79,142.11,#994009,orange
8.96,160.23,#956202,orange
8.81,157.6,#A25804,orange
7.38,136.18,#985A0A,orange
8.24,149.07,#935402,orange
8.22,148.82,#933B1A,orange
12.0,205.59,#924805,grapefruit
12.71,216.44,#913607,grapefruit
11.87,203.84,#9F3E0F,grapefruit
11.28,194.83,#954515,grapefruit
11.77,202.49,#97480D,grapefruit
8.23,148.97,#A64402,orange
13.19,223.74,#975F08,grapefruit
7.4,136.45,#9F5B02,orange
7.48,137.89,#9E5102,orange
8.96,160.26,#96660E,orange
7.82,142.75,#9E6104,orange
10.95,189.34,#AA4B12,grapefruit
9.22,164.06,#995315,orange
11.8,202.93,#8E370C,grapefruit
10.74,185.57,#984006,grapefruit
11.79,202.82,#803B1A,grapefruit
8.86,158.51,#945A0A,orange
9.59,169.91,#A64E12,orange
8.34,150.41,#A24D02,orange
13.71,232.12,#954F1E,grapefruit
7.29,135.13,#A26404,orange
13.03,221.18,#9C430F,grapefruit
9.7,171.74,#9E4F02,orange
11.37,196.38,#8B3F23,grapefruit
12.12,207.33,#9E3514,grapefruit
9.01,160.75,#AE4B02,orange
10.69,184.76,#9F4A1B,grapefruit
8.69,155.58,#964F02,orange
7.87,143.73,#9E5106,orange
6.95,130.77,#A26502,orange
9.93,175.22,#A25D02,orange
8.71,156.12,#8D3F03,orange
13.27,224.9,#973E18,grapefruit
8.85,158.3,#913C0A,orange
11.2,193.39,#8F430B,grapefruit
8.5,152.93,#A74305,orange
10.75,185.62,#913C07,grapefruit
11.95,205.03,#95510F,grapefruit
7.51,138.29,#A45512,orange
7.67,140.32,#A56D02,orange
8.64,154.83,#A75702,orange
11.52,198.59,#914F1D,grapefruit
8.13,147.66,#964911,orange
9.23,164.19,#A84F0C,orange
10.81,187.03,#864B19,grapefruit
9.12,162.64,#A74A03,orange
10.94,189.22,#8D4A0E,grapefruit
8.32,149.92,#945005,orange
10.96,189.57,#8D2911,grapefruit
7.69,140.68,#A3510D,orange
12.99,220.76,#9B410E,grapefruit
9.78,172.96,#9C4C18,orange
7.57,139.11,#9F5C14,orange
10.65,184.5,#905B07,orange
10.51,182.05,#8A520C,grapefruit
11.27,194.81,#A9460B,grapefruit
10.12,177.46,#895215,orange
12.89,219.12,#A34912,grapefruit
8.73,156.35,#965E09,orange
12.46,212.38,#965D13,grapefruit
10.3,179.63,#AA5802,orange
8.6,154.21,#AB4A11,orange
7.08,132.59,#A95F07,orange
11.46,197.66,#955007,grapefruit
7.1,132.98,#A14014,orange
8.43,152.08,#AB6406,orange
10.85,187.77,#994721,grapefruit
10.75,185.65,#A04202,grapefruit
7.72,141.08,#915702,orange
9.12,162.63,#985E04,orange
8.71,156.04,#A0680A,orange
5.61,111.16,#A55402,orange
8.12,147.47,#B65F02,orange
7.08,132.59,#9A5505,orange
7.69,140.71,#9E4F0A,orange
13.06,221.42,#8E441B,grapefruit
11.47,197.82,#88510A,grapefruit
9.06,157.31,#94290B,grapefruit
8.95,160.06,#955802,orange
9.63,170.47,#986503,orange
11.29,194.93,#9C5618,grapefruit
9.53,169.02,#976402,orange
10.82,187.18,#89531F,grapefruit
8.94,159.94,#9E4B08,orange
13.92,235.91,#954D1C,grapefruit
8.89,158.93,#A25402,orange
11.78,202.41,#984513,orange
10.88,188.25,#943802,grapefruit
11.53,197.13,#9C5102,orange
11.11,191.93,#9E530A,grapefruit
6.57,124.05,#9F4802,orange
13.41,227.47,#8F3A16,grapefruit
12.77,217.39,#824108,grapefruit
11.09,191.72,#9B3C12,grapefruit
8.59,154.09,#9F4E02,orange
7.77,135.62,#964B0F,grapefruit
11.82,203.05,#9D470F,grapefruit
7.02,131.75,#AD530B,orange
6.58,124.08,#8F550B,orange
9.98,174.17,#844607,grapefruit
12.62,215.22,#93390B,grapefruit
11.01,190.34,#953C0C,grapefruit
12.62,215.12,#995602,grapefruit
11.91,204.38,#974318,grapefruit
13.98,236.42,#A04E19,grapefruit
8.39,151.12,#934907,orange
10.15,177.77,#8F4D02,orange
7.75,141.33,#904F02,orange
11.07,191.21,#A64717,grapefruit
13.65,231.23,#934E0E,grapefruit
11.32,195.65,#8F4212,grapefruit
7.27,134.82,#A35014,orange
10.45,182.08,#8E4602,orange
8.11,147.3,#923F02,orange
7.87,143.72,#8E5002,orange
9.2,163.79,#8D5902,orange
7.84,143.0,#A65A09,orange
11.22,193.87,#99491B,grapefruit
12.97,220.39,#9E3216,grapefruit
11.67,200.78,#97501A,grapefruit
11.65,200.35,#924822,grapefruit
8.14,147.75,#A04C02,orange
8.3,149.78,#936109,orange
9.86,172.28,#9A500B,grapefruit
10.14,176.42,#983F17,grapefruit
10.11,175.82,#93471E,grapefruit
12.49,212.86,#A43602,grapefruit
10.82,187.27,#89530F,grapefruit
10.19,177.33,#953718,grapefruit
11.96,205.07,#8B4717,grapefruit
6.61,125.07,#935009,orange
9.15,163.1,#A64A0B,orange
8.34,150.41,#A14F0A,orange
11.23,193.96,#984B12,grapefruit
11.57,199.25,#95510A,grapefruit
8.55,153.43,#AA5905,orange
8.76,156.79,#8D4A02,orange
8.36,150.77,#955602,orange
14.28,240.77,#A04418,grapefruit
10.07,175.47,#984D0C,grapefruit
10.7,184.87,#A0631D,grapefruit
10.63,183.64,#A54B13,grapefruit
7.51,138.29,#AD6D03,orange
9.92,172.96,#954507,grapefruit
11.58,199.33,#87531A,grapefruit
8.51,153.08,#955502,orange
6.78,127.38,#98570F,orange
10.5,182.48,#A14E02,orange
6.42,122.08,#9B4802,orange
9.57,169.65,#9F4F14,orange
8.72,156.16,#903F0A,orange
8.46,152.51,#936113,orange
9.19,163.71,#915B02,orange
5.68,112.15,#894C09,orange
9.62,170.32,#A55207,orange
12.59,214.52,#993E25,grapefruit
7.3,135.22,#9D4F02,orange
9.21,163.92,#A44213,orange
10.72,185.19,#A94E15,grapefruit
6.99,131.25,#9D4B02,orange
9.29,165.25,#955C0B,orange
8.34,150.46,#AA4F05,orange
10.86,187.98,#953512,grapefruit
7.0,131.5,#985D02,orange
9.3,165.46,#994402,orange
11.08,191.49,#894628,grapefruit
10.93,189.09,#965108,grapefruit
8.66,155.25,#964802,orange
8.81,153.11,#8B4004,grapefruit
6.38,121.61,#9E5313,orange
9.72,170.2,#8B3E18,grapefruit
9.46,167.89,#A34606,orange
12.64,215.5,#8C5311,grapefruit
13.01,221.02,#934515,grapefruit
10.18,178.43,#89570E,orange
8.6,154.31,#935502,orange
9.12,159.34,#91430F,grapefruit
8.07,146.59,#9D5E05,orange
8.36,150.67,#915607,orange
9.82,171.73,#8D5311,grapefruit
6.99,131.32,#B35502,orange
11.05,190.84,#8D3604,grapefruit
7.27,134.8,#9E5603,orange
12.42,211.56,#9B5313,grapefruit
8.09,147.03,#9F6506,orange
9.78,172.97,#A7560B,orange
8.55,153.45,#A44B02,orange
8.94,159.86,#974304,orange
9.94,175.41,#9B6417,orange
7.68,140.64,#964702,orange
5.61,111.29,#9E4508,orange
11.02,190.51,#A15010,grapefruit
8.24,149.06,#965B04,orange
12.61,215.01,#A0431E,grapefruit
11.54,198.84,#9B4010,grapefruit
12.11,207.28,#9D4A09,grapefruit
11.58,199.37,#994328,grapefruit
12.32,210.03,#8E4E02,grapefruit
13.37,227.02,#9D4E08,grapefruit
6.42,122.05,#9C4509,orange
9.8,171.37,#A1430D,grapefruit
8.92,159.62,#A3670B,orange
8.14,147.75,#A04702,orange
11.37,196.35,#82480C,grapefruit
11.37,196.38,#AA390B,grapefruit
11.06,191.12,#8A5711,grapefruit
11.18,193.12,#945519,grapefruit
10.65,184.11,#8F410F,grapefruit
9.25,164.62,#99600D,orange
10.26,178.16,#9B4709,grapefruit
8.33,150.23,#AA5406,orange
9.32,162.93,#8A3A11,grapefruit
8.39,151.13,#A34D02,orange
11.43,197.06,#9A4813,grapefruit
13.18,223.66,#865420,grapefruit
5.67,111.95,#A54E02,orange
10.3,179.64,#935C02,orange
7.02,131.78,#945102,orange
8.79,157.31,#935606,orange
12.1,207.05,#9A5402,grapefruit
12.67,215.78,#9B4D02,grapefruit
8.64,154.91,#9E4402,orange
8.78,157.15,#A85702,orange
12.4,211.18,#903811,grapefruit
9.6,170.0,#A1540D,orange
11.53,198.66,#954B18,grapefruit
7.95,144.81,#A46102,orange
10.63,183.78,#974106,grapefruit
7.29,135.14,#A74E02,orange
9.7,171.65,#955203,orange
7.28,134.89,#A6580A,orange
10.23,177.88,#A64212,grapefruit
10.59,183.07,#94380F,grapefruit
10.06,175.22,#964908,grapefruit
12.3,209.81,#893F0E,grapefruit
8.04,146.17,#8A4C02,orange
9.2,160.84,#A3490F,grapefruit
9.11,162.43,#974F05,orange
9.81,171.52,#95410B,grapefruit
12.4,211.35,#9D490E,grapefruit
10.27,178.33,#993F0A,grapefruit
7.68,140.56,#9E620F,orange
9.82,171.56,#9A4D15,grapefruit
9.38,166.46,#994C1C,orange
12.5,213.18,#964702,grapefruit
7.31,135.36,#8F5511,orange
9.03,161.26,#9F6610,orange
8.27,149.39,#A14806,orange
10.97,189.72,#A1450F,grapefruit
11.28,194.89,#774213,grapefruit
7.76,141.45,#A5430F,orange
11.87,203.76,#99420E,grapefruit
8.27,149.5,#8B4F07,orange
11.71,201.52,#8F420D,grapefruit
8.9,159.07,#9E6305,orange
6.32,121.27,#A55C14,orange
10.0,174.49,#8F5D0B,grapefruit
11.96,205.09,#973922,grapefruit
11.67,200.72,#995B13,grapefruit
11.59,199.45,#954F0A,grapefruit
6.56,123.85,#8E6308,orange
7.39,136.31,#9F5A09,orange
9.68,171.34,#9C5305,orange
8.66,155.29,#9B6404,orange
10.84,187.0,#A04702,orange
11.37,196.36,#8D4202,grapefruit
7.7,140.81,#A45A12,orange
7.15,133.37,#9A4B03,orange
11.22,193.89,#93530D,grapefruit
12.39,211.0,#985D0D,grapefruit
12.88,218.85,#9E4B02,grapefruit
12.25,209.29,#925219,grapefruit
13.12,222.54,#8A431C,grapefruit
10.4,180.13,#9C4B15,grapefruit
11.63,200.01,#88461C,grapefruit
10.0,176.15,#B65A06,orange
11.34,195.92,#9A351C,grapefruit
11.48,198.0,#9C4202,grapefruit
9.04,161.27,#A65814,orange
8.31,149.88,#A46402,orange
9.05,161.45,#914E02,orange
12.53,213.46,#A55016,grapefruit
11.11,192.02,#8C601C,grapefruit
10.13,177.6,#9B5102,orange
13.69,231.81,#9E3F09,grapefruit
11.72,201.7,#994414,grapefruit
8.5,147.72,#9D5021,grapefruit
9.61,170.22,#985206,orange
9.57,167.2,#973D0C,grapefruit
7.67,140.33,#964E02,orange
9.81,171.53,#972B07,grapefruit
10.66,184.28,#8D3E26,grapefruit
6.77,127.32,#8C6302,orange
13.32,226.1,#9C3602,grapefruit
11.3,195.1,#894B2D,grapefruit
7.26,134.69,#8F5402,orange
7.89,143.99,#995D02,orange
9.09,158.2,#8B4B06,grapefruit
7.39,136.39,#A85A07,orange
12.9,219.25,#AA5314,grapefruit
11.48,197.95,#954522,grapefruit
12.47,212.39,#853E05,grapefruit
12.24,209.07,#863213,grapefruit
7.92,144.39,#A85B19,orange
12.3,209.89,#883E16,grapefruit
12.93,219.63,#A34019,grapefruit
8.97,160.29,#9C5703,orange
7.26,134.62,#A24C05,orange
8.06,146.5,#9D4602,orange
9.03,161.23,#9C5D02,orange
7.22,134.23,#9C4509,orange
9.57,169.73,#9A5905,orange
8.71,156.03,#B34302,orange
10.69,184.75,#A54B12,grapefruit
8.07,146.61,#9C5605,orange
12.72,216.56,#734613,grapefruit
11.07,191.27,#954716,grapefruit
8.49,152.84,#A15008,orange
5.59,110.9,#A84B13,orange
6.62,125.22,#984B08,orange
6.86,128.8,#985A05,orange
9.07,161.84,#955C02,orange
11.27,194.69,#A0510F,grapefruit
7.85,143.24,#A45B02,orange
13.04,221.26,#A14F18,grapefruit
7.55,138.77,#935B0A,orange
8.33,150.08,#965510,orange
11.1,191.75,#9E4802,grapefruit
10.47,181.47,#804A0B,grapefruit
10.78,186.43,#9C3F10,grapefruit
11.64,200.15,#99480A,grapefruit
6.29,120.79,#9C510D,orange
10.53,182.26,#924702,grapefruit
10.04,174.95,#884513,grapefruit
10.21,178.62,#995007,orange
11.64,200.27,#A2391C,grapefruit
6.16,118.65,#954915,orange
9.25,164.61,#9D6102,orange
9.37,166.23,#9B4D02,orange
11.43,197.09,#8A4808,grapefruit
6.91,130.13,#9C5B16,orange
10.36,179.71,#8B440A,grapefruit
11.92,204.7,#9F410F,grapefruit
6.23,120.03,#A55A02,orange
13.56,229.77,#983F15,grapefruit
12.23,208.89,#A13519,grapefruit
9.42,167.27,#9F470E,orange
8.36,150.65,#905902,orange
13.05,221.34,#8F4F17,grapefruit
10.88,188.23,#9F4512,grapefruit
8.24,146.47,#955313,grapefruit
12.67,215.81,#943F02,grapefruit
10.09,175.63,#964808,grapefruit
9.67,171.21,#9A530D,orange
9.66,171.04,#9F5B02,orange
9.19,160.73,#8D5111,grapefruit
7.65,140.1,#A7490D,orange
12.07,206.59,#A74B16,grapefruit
14.1,238.96,#A43F04,grapefruit
12.29,209.72,#8E3E02,grapefruit
10.73,185.35,#98400C,grapefruit
12.61,214.95,#AB4911,grapefruit
11.15,192.59,#A44F0D,grapefruit
11.26,194.63,#8E490E,grapefruit
9.38,164.17,#94590A,grapefruit
12.87,218.68,#9A4F16,grapefruit
9.69,171.43,#A64203,orange
12.15,207.67,#8F5106,grapefruit
10.68,184.64,#A24821,grapefruit
13.72,232.2,#993B15,grapefruit
9.33,165.84,#B06014,orange
11.97,205.21,#9D450F,grapefruit
10.89,188.54,#99440B,grapefruit
8.85,154.17,#883A06,grapefruit
9.72,170.32,#A25C12,grapefruit
14.83,247.93,#9A500D,grapefruit
9.03,161.09,#A75107,orange
10.91,188.07,#90610B,orange
10.4,180.14,#964E02,grapefruit
11.25,194.46,#9C4F22,grapefruit
11.0,190.25,#89480E,grapefruit
12.91,219.38,#A24F16,grapefruit
11.85,203.5,#8F5316,grapefruit
11.36,194.2,#A0640C,orange
9.56,169.43,#A13B0A,orange
12.1,207.09,#964608,grapefruit
7.92,144.41,#955702,orange
10.42,181.71,#935304,orange
12.09,206.91,#934C1C,grapefruit
10.64,184.3,#94450D,orange
8.35,150.64,#924907,orange
7.13,133.22,#93620E,orange
11.39,196.67,#A0450F,grapefruit
6.76,127.17,#985E04,orange
10.91,188.82,#8E4515,grapefruit
8.96,160.25,#A55802,orange
9.18,163.57,#9D5102,orange
9.56,166.78,#A4481B,grapefruit
9.65,171.01,#945702,orange
8.74,156.56,#A4640D,orange
9.46,167.79,#A06609,orange
10.71,184.91,#AA4D02,orange
7.04,132.06,#A66003,orange
12.49,212.96,#A0450F,grapefruit
10.07,176.73,#943802,orange
10.35,179.61,#9C3F15,grapefruit
11.87,203.78,#944E0A,grapefruit
7.47,137.76,#9E6202,orange
12.75,230.13,#9F5705,orange
9.46,167.93,#944A17,orange
9.62,170.22,#9C530C,orange
7.85,143.23,#A84002,orange
9.58,169.76,#B84E02,orange
9.42,167.25,#AE500C,orange
8.14,147.73,#9C3D12,orange
12.03,206.05,#A44210,grapefruit
10.6,183.21,#9A5008,grapefruit
7.03,131.91,#994D1A,orange
12.03,206.1,#92490F,grapefruit
7.51,138.19,#9D4A04,orange
13.31,225.73,#A24B17,grapefruit
12.38,210.9,#934319,grapefruit
10.19,177.26,#93401C,grapefruit
7.72,141.03,#984B0B,orange
11.31,195.23,#974708,grapefruit
10.61,183.4,#993D10,grapefruit
8.36,150.65,#AF5902,orange
12.51,213.3,#8C4211,grapefruit
8.49,152.85,#B64D0E,orange
11.72,201.77,#9D5109,grapefruit
8.73,151.11,#975103,grapefruit
13.84,234.53,#984906,grapefruit
12.44,211.94,#845605,grapefruit
11.23,193.98,#8E4B0F,grapefruit
9.19,163.67,#944D08,orange
8.84,158.16,#A24809,orange
7.77,141.88,#A35302,orange
11.48,197.91,#8D4F04,grapefruit
8.07,146.65,#9A560C,orange
11.21,191.9,#BA5002,orange
10.11,177.35,#965306,orange
11.45,195.47,#A9600B,orange
10.45,181.97,#934D02,orange
13.9,235.48,#973911,grapefruit
10.35,179.35,#8F4517,grapefruit
11.99,205.37,#A33113,grapefruit
7.59,139.33,#8F5702,orange
12.49,212.84,#954311,grapefruit
7.9,144.22,#A05A06,orange
9.07,157.72,#A24705,grapefruit
12.04,206.27,#7B440F,grapefruit
11.7,201.41,#864512,grapefruit
10.8,186.3,#A65B15,orange
9.21,163.83,#A84815,orange
12.14,207.62,#8B500F,grapefruit
12.07,206.66,#AF420A,grapefruit
10.69,184.72,#8B4307,grapefruit
8.77,156.99,#8D5B02,orange
10.38,179.9,#8F4B09,grapefruit
9.25,164.45,#A34E07,orange
11.33,195.68,#795902,grapefruit
12.45,212.08,#A35518,grapefruit
12.23,208.99,#984E1B,grapefruit
8.79,152.59,#9E350B,grapefruit
10.43,180.8,#A23C1A,grapefruit
11.17,192.95,#9A3E12,grapefruit
8.45,152.36,#9B3E03,orange
6.27,120.26,#A8570B,orange
12.72,216.59,#96480B,grapefruit
9.31,165.6,#A1470D,orange
11.74,201.99,#A65402,grapefruit
12.05,206.28,#A74F0D,grapefruit
11.97,205.24,#974D07,grapefruit
11.09,191.73,#A23118,grapefruit
10.58,183.37,#A55A09,orange
12.29,209.68,#9C4117,grapefruit
8.52,153.13,#9A4912,orange
10.79,186.56,#A9380C,grapefruit
10.99,189.96,#97561D,grapefruit
11.24,194.18,#AF5318,grapefruit
6.93,130.6,#996002,orange
11.64,200.15,#914A0E,grapefruit
10.46,181.28,#B54302,grapefruit
11.42,196.97,#9A530A,grapefruit
12.21,208.51,#834B0D,grapefruit
10.07,175.46,#A0380F,grapefruit
9.53,166.32,#8C460D,grapefruit
9.31,165.54,#9D5102,orange
8.45,152.38,#A26017,orange
9.18,160.58,#A34C15,grapefruit
12.63,215.26,#9D4021,grapefruit
8.46,152.42,#A35802,orange
7.95,144.81,#A15002,orange
9.4,166.91,#9A4902,orange
7.37,136.11,#95490B,orange
8.74,156.47,#A04914,orange
8.68,155.43,#A34F02,orange
7.84,143.11,#974403,orange
9.66,171.04,#915E02,orange
10.77,186.18,#8D4704,grapefruit
9.79,171.29,#9E3510,grapefruit
13.46,228.37,#9D5B08,grapefruit
13.45,228.09,#9F4913,grapefruit
7.28,134.88,#974B02,orange
9.04,161.3,#A85302,orange
8.91,159.47,#8F5D02,orange
8.61,154.46,#9C5A02,orange
8.2,148.59,#9F6302,orange
11.84,203.35,#8C5908,grapefruit
6.0,116.34,#994E02,orange
7.47,137.82,#AF4304,orange
7.45,137.41,#9D5418,orange
6.91,130.14,#9F5507,orange
8.64,154.99,#9A5403,orange
10.71,185.13,#964A02,grapefruit
14.09,238.57,#A75416,grapefruit
11.32,193.08,#9D4D0C,orange
9.82,171.68,#953F07,grapefruit
9.44,164.91,#873A0E,grapefruit
10.99,190.08,#983E18,grapefruit
11.65,200.3,#A14E02,grapefruit
8.41,151.64,#955802,orange
7.65,140.14,#9D5207,orange
7.71,140.89,#A95403,orange
8.52,153.29,#A05A02,orange
9.05,161.58,#934906,orange
13.21,224.24,#95470E,grapefruit
13.86,234.87,#91410E,grapefruit
7.23,134.45,#B5570A,orange
8.14,147.82,#996302,orange
9.11,162.52,#A35C02,orange
6.31,121.04,#8C430E,orange
11.7,201.43,#995822,grapefruit
8.45,152.3,#9D4D07,orange
11.09,190.55,#A63603,orange
10.59,183.46,#AC4302,orange
9.67,171.24,#A1580F,orange
12.0,205.5,#994C10,grapefruit
7.91,144.37,#A5530B,orange
9.63,168.04,#984A10,grapefruit
6.95,130.84,#975C0D,orange
8.19,148.37,#A46102,orange
8.6,154.21,#A04B0C,orange
8.55,153.4,#A7530F,orange
13.99,236.94,#924A02,grapefruit
6.22,119.8,#AC5510,orange
13.15,223.24,#9D3516,grapefruit
8.17,148.16,#A34E05,orange
7.75,141.36,#955502,orange
12.07,206.63,#8E4307,grapefruit
8.89,158.97,#955502,orange
9.89,174.74,#955010,orange
13.11,222.36,#904415,grapefruit
11.31,195.48,#8A3D0B,grapefruit
7.27,134.79,#B65102,orange
8.81,157.62,#925A10,orange
8.01,145.79,#99471B,orange
9.63,168.23,#9E4102,grapefruit
12.07,206.62,#8F450C,grapefruit
13.73,232.25,#923C0F,grapefruit
10.87,188.07,#A33E03,grapefruit
9.23,164.2,#8E5A02,orange
8.8,157.48,#955506,orange
9.06,161.65,#A44B07,orange
11.0,190.11,#993B0E,grapefruit
14.01,237.23,#A34A03,grapefruit
8.5,152.92,#A05D03,orange
9.25,164.45,#A84C04,orange
11.89,204.06,#99551F,grapefruit
11.54,198.79,#9D3F0E,grapefruit
6.74,126.99,#996402,orange
9.89,172.72,#A85314,grapefruit
7.43,137.07,#9C4602,orange
7.04,132.06,#96551B,orange
8.3,149.78,#AC3D02,orange
9.04,161.36,#A66602,orange
12.68,215.87,#954302,grapefruit
8.27,149.48,#965902,orange
10.41,180.23,#9D4113,grapefruit
10.42,180.46,#A1480C,grapefruit
9.72,172.15,#9B4E17,orange
10.53,182.28,#963B04,grapefruit
9.91,174.9,#A95502,orange
8.17,148.25,#995202,orange
11.98,205.37,#9A4311,grapefruit
9.6,167.59,#A36502,grapefruit
9.09,162.05,#995305,orange
8.29,149.67,#9F5B07,orange
7.4,136.48,#964602,orange
9.95,173.81,#993A0D,grapefruit
7.16,133.64,#A15F07,orange
9.41,167.19,#944706,orange
11.36,196.17,#90330D,grapefruit
8.87,158.57,#A05202,orange
6.62,125.23,#9A4D02,orange
12.01,205.82,#863F02,grapefruit
10.51,182.07,#A86104,grapefruit
14.3,241.02,#8F511B,grapefruit
10.57,182.72,#9A511C,grapefruit
11.74,202.06,#9B4609,grapefruit
10.14,177.71,#AA5B06,orange
6.35,121.51,#A05808,orange
8.01,145.7,#AD5B02,orange
12.34,210.46,#8B4004,grapefruit
9.3,165.4,#964B0C,orange
11.06,191.18,#B3330B,grapefruit
8.58,153.91,#A26B0F,orange
11.53,198.65,#A63902,grapefruit
12.29,209.72,#8D400B,grapefruit
8.78,157.2,#984507,orange
9.84,173.86,#955A05,orange
6.04,116.56,#974C06,orange
11.44,197.17,#A44E14,grapefruit
8.15,147.96,#AA5D0A,orange
10.74,185.29,#944E0D,orange
6.87,129.0,#955202,orange
9.42,164.57,#954D03,grapefruit
8.28,149.57,#994117,orange
5.77,114.18,#8E6509,orange
9.45,167.69,#A44B02,orange
10.94,189.19,#96450B,grapefruit
12.02,205.85,#9C4A0D,grapefruit
10.62,183.6,#894C0E,grapefruit
7.46,137.57,#B04506,orange
7.53,138.6,#90550B,orange
7.87,143.57,#9F5613,orange
7.77,141.91,#A05C02,orange
12.32,210.1,#9A522A,grapefruit
12.57,214.1,#A84011,grapefruit
9.44,167.61,#A36604,orange
7.21,134.11,#A14402,orange
8.77,156.99,#AB5102,orange
11.33,195.68,#974116,grapefruit
10.4,181.38,#9E5317,orange
9.06,161.73,#87540D,orange
8.7,155.85,#955B02,orange
7.36,136.02,#8D4B03,orange
12.55,213.73,#9B4D02,grapefruit
8.33,150.24,#9C3E02,orange
9.4,166.9,#964C03,orange
8.24,149.16,#946002,orange
7.02,131.86,#9A620C,orange
8.18,148.28,#9D5402,orange
11.93,204.78,#973C11,grapefruit
11.32,195.64,#944C12,grapefruit
10.42,180.63,#91441E,grapefruit
8.73,156.28,#A94C02,orange
6.95,130.84,#8D6006,orange
9.59,169.97,#AA4D21,orange
11.41,196.8,#884419,grapefruit
6.38,121.7,#9B490A,orange
9.55,166.63,#974A15,grapefruit
14.18,240.08,#9F5817,grapefruit
9.3,165.43,#A55213,orange
12.44,211.81,#AE4914,grapefruit
5.84,114.97,#A05702,orange
11.65,200.4,#A5431C,grapefruit
6.6,124.81,#A04708,orange
8.73,156.4,#AF5515,orange
12.61,214.81,#90470C,grapefruit
12.32,210.08,#9E3B15,grapefruit
12.04,206.18,#9E4E19,grapefruit
8.91,155.15,#934611,grapefruit
11.67,200.68,#9D481A,grapefruit
10.21,178.63,#A24B02,orange
7.55,138.73,#915307,orange
9.84,173.78,#975802,orange
13.51,229.05,#A04614,grapefruit
12.78,217.44,#9C3E10,grapefruit
10.24,177.97,#963D19,grapefruit
